GO ID	GO name	Genes in GO	Children of GO	Parents of GO
GO:0009225	nucleotide-sugar metabolic process	galF,rfbB,rffG,	GO:0009226,GO:0046383,GO:0006047,GO:0033356,GO:0046398,GO:0033467,GO:2001313,GO:0046368,GO:0046371,GO:0046382,GO:0006011,GO:0033351,GO:0019673,GO:0009227,GO:0033479,GO:0046381,GO:0019276,GO:0097170,GO:0052573,GO:0033471,GO:0033319,	GO:1901135,GO:0006139,
GO:0019318	hexose metabolic process	mak,galM,	GO:0006006,GO:0006000,GO:0019319,GO:0019311,GO:0006013,GO:0019320,GO:0006004,GO:0006012,GO:0019299,GO:0019313,	GO:0005996,
GO:0046392	galactarate catabolic process	garL,garD,garK,garR,		GO:0019580,GO:0019579,
GO:0031388	organic acid phosphorylation	glxK,garK,		GO:0016310,GO:0006082,
GO:0042838	D-glucarate catabolic process	gudD,garL,garK,garR,		GO:0042836,GO:0019394,
GO:0019394	glucarate catabolic process	gudD,garL,	GO:0042838,	GO:0019579,GO:0019392,
GO:0046487	glyoxylate metabolic process	hyi,glxR,garR,	GO:0006097,GO:0009436,	GO:0032787,
GO:0015796	galactitol transport	gatC,sgcC,gatA,gatB,		GO:0008643,GO:0015791,
GO:0019402	galactitol metabolic process	gatZ,gatD,gatC,gatA,gatY,kbaZ,gatB,	GO:0019404,GO:0019403,	GO:0006059,
GO:0019404	galactitol catabolic process	gatZ,gatD,gatY,		GO:0019407,GO:0019402,
GO:2001059	D-tagatose 6-phosphate catabolic process	gatZ,kbaY,gatY,kbaZ,		GO:1901136,GO:2001058,GO:0046434,
GO:0019595	non-phosphorylated glucose catabolic process	gcd,		GO:0046430,GO:0006007,
GO:0009436	glyoxylate catabolic process	glxK,gcl,glcB,glxR,		GO:0072329,GO:0046487,
GO:0046296	glycolate catabolic process	glxK,glcF,gcl,glcD,glcE,glxR,		GO:0072329,GO:0009441,
GO:0019464	glycine decarboxylation via glycine cleavage system	gcvH,gcvT,lpd,gcvP,		GO:0006546,
GO:0006544	glycine metabolic process	gcvP,glyA,	GO:0019352,GO:0019286,GO:0006546,GO:0033527,GO:0006545,GO:0019518,	GO:0006520,GO:0009069,
GO:0006546	glycine catabolic process	gcvT,gcvP,glyA,	GO:0019464,GO:0019669,GO:0019463,	GO:0009063,GO:0009071,GO:0006544,
GO:0006749	glutathione metabolic process	gstB,yfcG,gor,sspA,gss,yfcF,ggt,yncG,yghU,gstA,grxB,yibF,	GO:0006751,GO:0033355,GO:0006750,GO:0036531,	GO:0006790,GO:0006518,GO:0006575,
GO:0006750	glutathione biosynthetic process	gshB,ggt,gshA,		GO:0042398,GO:0006749,GO:0044272,GO:0019184,
GO:0008219	cell death	ldrD,ghoT,	GO:0012501,GO:0070997,GO:0070265,GO:0036473,	GO:0044763,
GO:0019521	D-gluconate metabolic process	idnR,idnO,ghrB,idnD,gntP,gntT,gnd,idnK,gntU,idnT,	GO:0046177,GO:0046178,	GO:0019520,
GO:0046181	ketogluconate catabolic process	ghrB,	GO:0019524,	GO:0046176,GO:0019522,
GO:0035344	hypoxanthine transport	ghxQ,ghxP,		GO:0006863,
GO:0061489	guanine import into cell	ghxQ,ghxP,	GO:0098710,	GO:0015854,GO:0098657,
GO:1903716	guanine transmembrane transport	ghxQ,ghxP,	GO:0098710,	GO:1904823,GO:0015854,
GO:0035873	lactate transmembrane transport	lldP,glcA,	GO:0035879,	GO:0015727,GO:0098656,
GO:0019588	anaerobic glycerol catabolic process	gldA,hybA,	GO:0019589,	GO:0019563,GO:0019662,
GO:0005978	glycogen biosynthetic process	pgm,glgS,glgA,glgB,glgC,		GO:0005977,GO:0009250,
GO:0005977	glycogen metabolic process	malQ,glgX,glgB,glgP,glgC,	GO:0005980,GO:0005978,	GO:0044723,GO:0006112,GO:0006073,
GO:0005980	glycogen catabolic process	glgX,malP,glgP,		GO:0005977,GO:0044724,GO:0009251,GO:0044247,
GO:0010676	positive regulation of cellular carbohydrate metabolic process	glgS,	GO:2001008,GO:1903536,GO:2001031,GO:1901319,GO:2000996,GO:1900511,GO:0060635,GO:0010907,GO:2000932,GO:2000941,GO:2000999,GO:1900090,GO:2001005,GO:2000876,GO:2000950,GO:0060732,GO:1903301,GO:2000906,	GO:0045913,GO:0010675,GO:0031325,
GO:0006048	UDP-N-acetylglucosamine biosynthetic process	glmM,glmU,glmS,nagB,	GO:0035528,	GO:0009226,GO:0006047,GO:0046349,
GO:1901137	carbohydrate derivative biosynthetic process	glmS,	GO:0009226,GO:0009247,GO:0009101,GO:0051072,GO:0006023,GO:0009246,GO:2001061,GO:1901159,GO:0010021,GO:2001312,GO:1901369,GO:0010493,GO:0006490,GO:0009263,GO:0046390,GO:2001121,GO:0046166,GO:1901271,GO:1901659,GO:0009103,GO:0009248,GO:0033072,GO:0046385,GO:0019350,GO:0009242,GO:0052865,GO:0046167,GO:0046349,	GO:1901135,GO:1901576,
GO:0000902	cell morphogenesis	mreB,glmU,minC,	GO:0009826,GO:0000767,GO:0000904,	GO:0032989,
GO:0006542	glutamine biosynthetic process	glnA,puuA,		GO:0006541,GO:0008652,GO:0009084,
GO:0009399	nitrogen fixation	glnG,glnA,glnL,		GO:0071941,
GO:0019676	ammonia assimilation cycle	glnA,gltB,		GO:0006541,GO:0006536,GO:0019740,
GO:0019740	nitrogen utilization	glnA,rutA,rutE,rutC,rutF,rutB,rutD,	GO:0019676,	GO:0044699,
GO:0006808	regulation of nitrogen utilization	glnG,glnK,glnD,glnB,	GO:0090293,GO:0045848,GO:0045847,GO:2001248,	GO:0050789,
GO:0042304	regulation of fatty acid biosynthetic process	glnB,	GO:2001279,GO:1900494,GO:0100070,GO:1900500,GO:0045723,GO:0045717,GO:0080141,GO:2000531,	GO:0019217,GO:0031326,GO:0046890,
GO:0045848	positive regulation of nitrogen utilization	glnK,	GO:2001250,	GO:0006808,GO:0048518,
GO:0051171	regulation of nitrogen compound metabolic process	glnL,	GO:2001245,GO:1901182,GO:1900318,GO:0042068,GO:1900855,GO:0045428,GO:0031335,GO:1900695,GO:0019219,GO:1900288,GO:1900707,GO:1900977,GO:2000609,GO:1901494,GO:1903314,GO:0032882,GO:0051173,GO:1900125,GO:1903195,GO:1900980,GO:0070616,GO:0033238,GO:0000820,GO:0090153,GO:1900330,GO:1900468,GO:0010899,GO:1900852,GO:1900965,GO:1901401,GO:0034248,GO:1903248,GO:1900348,GO:1900710,GO:1900822,GO:0051172,GO:0080164,GO:0070623,	GO:0019222,
GO:0006424	glutamyl-tRNA aminoacylation	gltX,glnS,	GO:0070149,	GO:0006418,
GO:0006425	glutaminyl-tRNA aminoacylation	glnS,	GO:0070148,	GO:0006418,
GO:0006072	glycerol-3-phosphate metabolic process	gpsA,glpK,glpD,glpA,glpB,	GO:0046168,GO:0046167,	GO:0052646,
GO:0046168	glycerol-3-phosphate catabolic process	gpsA,glpD,glpC,glpA,glpB,		GO:1901136,GO:0006072,GO:0046434,
GO:0046174	polyol catabolic process	glpA,	GO:0019405,GO:1901757,GO:0071545,GO:0034313,GO:1901154,GO:1901743,GO:0019310,GO:1901157,GO:1901129,GO:1901132,GO:1901120,	GO:0046164,GO:0019751,
GO:0071288	cellular response to mercury ion	glpF,gshA,		GO:0046689,GO:0071248,
GO:0015794	glycerol-3-phosphate transport	ugpA,ugpC,ugpE,ugpB,glpT,ycjP,		GO:1901264,GO:0015748,
GO:0035435	phosphate ion transmembrane transport	pstS,yjbB,uhpT,pstA,pitB,glpT,uhpC,pitA,pstB,pstC,	GO:1990547,GO:1905011,	GO:0098661,GO:0006817,
GO:0055062	phosphate ion homeostasis	uhpC,glpT,uhpT,	GO:0030643,	GO:0072506,
GO:0097054	L-glutamate biosynthetic process	gltD,gltB,		GO:0006520,GO:0006537,
GO:0015813	L-glutamate transport	gltS,	GO:1990123,GO:0089711,	GO:0015807,GO:0006835,GO:0015800,
GO:0089711	L-glutamate transmembrane transport	gltS,	GO:0090515,GO:0089704,GO:0098712,	GO:0015813,GO:0003333,GO:0098656,
GO:0002097	tRNA wobble base modification	gluQ,mnmC,	GO:0002101,GO:0002098,GO:0002100,GO:0002099,	GO:0006400,
GO:0006563	L-serine metabolic process	serC,glyA,	GO:0006565,GO:0006535,GO:0006564,GO:0019264,	GO:0006520,GO:0009069,
GO:0006565	L-serine catabolic process	sdaB,sdaA,tdcB,glyA,		GO:0009063,GO:0009071,GO:0006563,
GO:0019264	glycine biosynthetic process from serine	glyA,		GO:0006545,GO:0006563,
GO:0006426	glycyl-tRNA aminoacylation	glyQ,glyS,	GO:0070150,	GO:0006418,
GO:0019673	GDP-mannose metabolic process	gmd,	GO:0009298,	GO:0009225,
GO:0097171	ADP-L-glycero-beta-D-manno-heptose biosynthetic process	gmhB,rfaE,rfaD,		GO:0009226,GO:0097170,
GO:0046037	GMP metabolic process	gmk,	GO:0046038,GO:0006177,	GO:0009150,GO:0009167,GO:1901068,
GO:0046710	GDP metabolic process	gmk,	GO:0046712,GO:0046711,	GO:0009179,GO:0009150,GO:1901068,
GO:0006098	pentose-phosphate shunt	rpiA,zwf,rpiB,rpe,gnd,xylA,pgl,talB,talA,tpiA,		GO:0019693,GO:0006739,GO:0051156,GO:0019682,
GO:0006636	unsaturated fatty acid biosynthetic process	gnsB,	GO:0019370,GO:0046457,	GO:0033559,GO:0006633,
GO:0046177	D-gluconate catabolic process	gntT,idnK,gntR,gntP,gntK,		GO:0046176,GO:0019521,
GO:0015725	gluconate transport	gntU,	GO:0035429,	GO:0042873,
GO:0046121	deoxyribonucleoside catabolic process	gntX,	GO:0046124,GO:0046127,	GO:0009164,GO:0009120,
GO:0046295	glycolate biosynthetic process	gph,	GO:0036529,	GO:0072330,GO:0009441,
GO:0006793	phosphorus metabolic process	ppx,gpp,	GO:1902192,GO:0071344,GO:0046046,GO:0018920,GO:0042822,GO:0006797,GO:0046473,GO:0070834,GO:0070833,GO:1902241,GO:0006796,GO:1902195,GO:0070832,GO:0019636,GO:0046433,GO:0033478,GO:0019637,GO:1901764,GO:1902189,GO:1902198,	GO:0044237,
GO:0015970	guanosine tetraphosphate biosynthetic process	relA,spoT,gpp,		GO:0015969,GO:0034036,GO:0009152,GO:1901070,
GO:0015974	guanosine pentaphosphate catabolic process	gpp,		GO:0034037,GO:0015972,GO:0009154,GO:1901069,
GO:0006650	glycerophospholipid metabolic process	gpsA,	GO:0006658,GO:2001311,GO:0046471,GO:0046337,GO:0046475,GO:0046474,GO:0046488,GO:0046341,GO:0016254,GO:0046469,	GO:0046486,GO:0006644,
GO:0046167	glycerol-3-phosphate biosynthetic process	gpsA,		GO:0090407,GO:0006072,GO:1901137,
GO:0046474	glycerophospholipid biosynthetic process	plsC,pgsA,gpsA,pgpB,pgpC,pgpA,	GO:0006646,GO:0006655,GO:0006659,GO:0006663,GO:0006661,GO:2001312,GO:0016024,	GO:0008654,GO:0006650,GO:0045017,
GO:0032263	GMP salvage	gpt,hpt,		GO:0032261,GO:0006177,GO:0006166,
GO:0032264	IMP salvage	gpt,hpt,gsk,		GO:0032261,GO:0006188,
GO:0032265	XMP salvage	gpt,		GO:0032261,GO:0097293,
GO:0006567	threonine catabolic process	grcA,tdh,kbl,tdcD,ltaE,pflB,tdcB,tdcE,	GO:0019517,GO:0070690,GO:0070689,GO:0019518,	GO:0009068,GO:0009063,GO:0006566,
GO:0006354	DNA-templated transcription, elongation	greA,nusG,	GO:0006385,GO:0006368,GO:0006392,GO:0006362,GO:0001124,	GO:0032774,
GO:0032784	regulation of DNA-templated transcription, elongation	greA,rnk,nusG,greB,	GO:0034243,GO:0032786,GO:0032785,GO:2001207,	GO:0006355,
GO:0031439	positive regulation of mRNA cleavage	greB,	GO:1904722,	GO:0031437,GO:1903313,
GO:0019068	virion assembly	groL,groS,		GO:0022607,GO:0016032,
GO:0009263	deoxyribonucleotide biosynthetic process	nrdF,grxC,nrdB,nrdA,grxA,nrdE,	GO:0009265,	GO:0009165,GO:1901137,GO:0009262,
GO:0071243	cellular response to arsenic-containing substance	gshA,	GO:1903936,GO:1903843,	GO:0046685,GO:0070887,
GO:0015628	protein secretion by the type II secretion system	gspH,gspF,gspC,yghF,gspD,gspG,gspE,gspI,		GO:0009306,GO:0098776,
GO:0006858	extracellular transport	gspM,yghD,	GO:0006859,GO:0006860,	GO:0006810,
GO:0008216	spermidine metabolic process	gss,	GO:0008295,GO:0032918,GO:0046203,	GO:0006595,
GO:0006177	GMP biosynthetic process	guaA,guaB,	GO:0032263,	GO:0046037,GO:0009152,GO:0009168,GO:1901070,
GO:0006147	guanine catabolic process	guaD,		GO:0046098,GO:0006145,
GO:0046098	guanine metabolic process	guaD,	GO:0006147,GO:0006202,GO:0046099,	GO:0006144,
GO:0044248	cellular catabolic process	gudX,	GO:0017001,GO:0042182,GO:0046413,GO:0044275,GO:0046952,GO:0044269,GO:0044109,GO:0042135,GO:0044270,GO:0051187,GO:0043171,GO:0043454,GO:0009407,GO:0042744,GO:0044265,GO:0006798,GO:0017184,GO:0017181,GO:0042737,GO:0042178,GO:0032801,GO:0019439,GO:0016998,GO:0046185,GO:0009111,GO:0016054,GO:0043448,GO:0044242,GO:0043451,GO:0042812,GO:0044273,GO:0046700,	GO:0044237,GO:0009056,
GO:0019294	keto-3-deoxy-D-manno-octulosonic acid biosynthetic process	kdsA,gutQ,kdsD,kdsB,		GO:0046394,GO:0046400,
GO:0006259	DNA metabolic process	tdk,orn,ydaC,smrA,recT,rpsP,recE,sbcD,gyrA,ligA,ligB,recA,parC,	GO:0010216,GO:0042262,GO:0033258,GO:0006308,GO:0006266,GO:0006260,GO:0000733,GO:0039692,GO:0042148,GO:0090629,GO:0045005,GO:0032042,GO:0006285,GO:0006265,GO:0071139,GO:0098502,GO:0000732,GO:0006270,GO:0000735,GO:0071515,GO:0071897,GO:0006346,GO:0031049,GO:0006304,GO:0006310,GO:0015074,GO:0006269,GO:0006274,GO:0071516,GO:0061674,GO:0001325,GO:0022616,GO:0044349,GO:0043137,GO:0071919,GO:0033567,GO:0006281,GO:0006287,GO:0000729,GO:0030491,GO:0006297,GO:0071517,GO:0043570,GO:0000723,	GO:0044260,GO:0090304,
GO:0006265	DNA topological change	topA,gyrA,gyrB,parC,yrdD,parE,topB,		GO:0006259,GO:0071103,
GO:0019380	3-phenylpropionate catabolic process	mhpF,mhpA,mhpB,hcaC,hcaE,hcaB,mhpD,hcaF,mhpE,hcaD,mhpC,		GO:0042178,GO:0072329,GO:0018962,
GO:0019439	aromatic compound catabolic process	mhpR,mhpF,mhpA,mhpB,hcaC,hcaE,hcaB,mhpD,hcaF,yeaW,mhpE,hcaD,tyrR,mhpC,	GO:0006209,GO:1902180,GO:1900996,GO:0019340,GO:0072523,GO:0051166,GO:0010129,GO:0042184,GO:0019429,GO:0019622,GO:0019341,GO:0019261,GO:0072491,GO:0046232,GO:0033015,GO:0042204,GO:0045574,GO:0046153,GO:0070980,GO:0046271,GO:0042358,GO:0034655,GO:0046239,GO:0042725,GO:0042560,GO:0042207,GO:0052805,GO:0042952,GO:1900998,GO:0050784,GO:0036183,GO:0097053,GO:0009074,GO:0046272,GO:0019335,GO:0046230,GO:0019506,GO:1901170,GO:0043635,GO:0042188,GO:0046221,GO:0071274,GO:0046302,GO:0019336,GO:0042216,GO:0042436,	GO:0044248,GO:0006725,
GO:0006725	cellular aromatic compound metabolic process	hcaF,yeaW,mhpB,ygiD,yfaU,pptA,hcaE,	GO:0018894,GO:0046435,GO:0009810,GO:0046152,GO:0052803,GO:0018965,GO:1902179,GO:0042357,GO:0009690,GO:0045460,GO:0019536,GO:0018917,GO:0006139,GO:0008614,GO:0019438,GO:0019507,GO:0042818,GO:0042723,GO:0042430,GO:1902654,GO:0043390,GO:0042817,GO:0009072,GO:0018893,GO:0042537,GO:0051165,GO:0072521,GO:0050783,GO:0033076,GO:0018955,GO:0036182,GO:0050813,GO:0009698,GO:0042558,GO:0019439,GO:1905003,GO:0033491,GO:0018958,GO:0018884,GO:0033013,GO:0018930,GO:0090420,GO:0052838,	GO:0044237,
GO:0051595	response to methylglyoxal	yqiI,hchA,kefC,ydbD,yjjQ,	GO:0097238,	GO:1901654,
GO:0009268	response to pH	mnmE,hdeB,yhbO,lepA,ybaT,hdeD,	GO:0036176,GO:0010447,GO:0010446,GO:0071467,GO:0036177,	GO:0009628,
GO:0008202	steroid metabolic process	hdhA,	GO:0008211,GO:0034433,GO:1900579,GO:0034208,GO:0008207,GO:0016125,GO:0034207,GO:0006694,GO:0008212,GO:1904461,GO:0016128,GO:0006706,GO:0045455,GO:1900810,GO:0008206,GO:0042359,	GO:1901360,GO:0006629,
GO:0030573	bile acid catabolic process	hdhA,		GO:0006706,GO:0072329,GO:0008206,
GO:0006782	protoporphyrinogen IX biosynthetic process	hemN,hemA,hemG,yggW,hemE,hemC,hemD,hemB,hemL,hemF,	GO:0019352,GO:0019353,	GO:0046501,GO:0006779,
GO:0019353	protoporphyrinogen IX biosynthetic process from glutamate	hemN,hemA,hemF,hemE,		GO:0006782,GO:0033526,
GO:0033014	tetrapyrrole biosynthetic process	hemC,hemA,hemD,hemL,hemB,	GO:0010024,GO:0033527,GO:0046140,GO:0009236,GO:0033526,GO:0006779,	GO:0033013,GO:0018130,GO:1901566,GO:0044271,GO:0019438,GO:1901362,
GO:0018160	peptidyl-pyrromethane cofactor linkage	hemC,		GO:0018198,GO:0018065,
GO:0006780	uroporphyrinogen III biosynthetic process	hemE,		GO:0046394,GO:0046502,
GO:0009416	response to light stimulus	ubiH,hemH,	GO:0071482,GO:0009583,GO:0009637,GO:0009411,GO:0007632,GO:0009648,GO:1990066,GO:0042331,GO:0036368,GO:0010117,GO:0009642,GO:0009639,GO:0009704,	GO:0009314,
GO:0046501	protoporphyrinogen IX metabolic process	hemH,	GO:0006782,	GO:0006778,
GO:0042168	heme metabolic process	hemY,	GO:0046162,GO:0046156,GO:0006783,GO:0042167,GO:0046160,GO:0006788,GO:0048033,GO:0046492,	GO:0044763,GO:0006778,GO:0042440,
GO:0052547	regulation of peptidase activity	hflC,	GO:0052548,GO:0010466,GO:2000152,GO:1905245,GO:1905048,GO:1902571,GO:0010952,	GO:0030162,GO:0051336,
GO:0019042	viral latency	hflX,		GO:0016032,
GO:0040033	negative regulation of translation, ncRNA-mediated	hfq,	GO:0070549,GO:0035278,	GO:0017148,GO:0045974,
GO:0045975	positive regulation of translation, ncRNA-mediated	hfq,		GO:0045974,GO:0045727,
GO:0036289	peptidyl-serine autophosphorylation	hipA,	GO:1990579,	GO:0018105,GO:0046777,
GO:0015817	histidine transport	hisP,		GO:0015802,GO:0046942,
GO:0006427	histidyl-tRNA aminoacylation	hisS,	GO:0070151,	GO:0006418,
GO:0009405	pathogenesis	phoU,hlyE,slyA,ygeO,rnr,		GO:0051704,
GO:0044179	hemolysis in other organism	hlyE,	GO:0052331,	GO:0051715,
GO:0044532	modulation of apoptotic process in other organism	hlyE,	GO:0052433,GO:0044533,	GO:0044531,GO:0042981,
GO:0051715	cytolysis in other organism	hlyE,	GO:0051801,GO:0044179,	GO:0019835,GO:0044764,GO:0031640,
GO:0015671	oxygen transport	hmp,		GO:0015669,
GO:0051409	response to nitrosative stress	oxyR,hmp,	GO:0071500,	GO:0006950,
GO:0006276	plasmid maintenance	pepA,priA,pcnB,priB,xerC,hofB,hofC,xerD,	GO:0030541,GO:0060908,	GO:0044763,
GO:0006178	guanine salvage	hpt,		GO:0043096,GO:0046099,
GO:0046100	hypoxanthine metabolic process	hpt,	GO:0046101,GO:0009114,	GO:0006144,
GO:0006397	mRNA processing	pcnB,hrpA,rnc,	GO:0010239,GO:0000398,GO:0006370,GO:0090615,GO:0031426,GO:0070054,GO:0031124,	GO:0006396,GO:0016071,
GO:0009451	RNA modification	ybiA,hrpA,ygfZ,rluA,rimO,pcnB,truC,miaB,ribD,	GO:1990729,GO:0040031,GO:1900865,GO:0016556,GO:0001522,GO:0000154,GO:0035513,GO:0070706,GO:1900864,GO:0001510,GO:1990884,GO:0070705,GO:0006400,GO:0075527,GO:0016553,	GO:0016070,GO:0043412,
GO:0006306	DNA methylation	yhdJ,hsdM,	GO:0032776,GO:0032775,GO:0043046,GO:0080188,GO:0043045,	GO:0006305,GO:0044728,GO:0043414,
GO:0006304	DNA modification	mutH,hsdR,hsdS,	GO:0006305,GO:0035510,GO:0009307,GO:0030592,GO:0070580,GO:0045007,GO:0045008,GO:0044728,GO:0045006,	GO:0043412,GO:0006259,
GO:0000455	enzyme-directed rRNA pseudouridine synthesis	rluB,rluE,rluA,hslR,rluC,rluD,rsuA,rluF,		GO:0031118,
GO:0034605	cellular response to heat	phoU,miaA,yobF,yggE,hslR,	GO:0061408,GO:0070370,GO:0035080,GO:0031990,	GO:0033554,GO:0009408,
GO:0042773	ATP synthesis coupled electron transport	nuoG,hyfE,nuoL,nuoK,hyfB,hycC,nuoM,nuoN,	GO:0042774,GO:0042775,	GO:0022904,
GO:2000142	regulation of DNA-templated transcription, initiation	phoB,oxyR,hyfR,lsrR,	GO:0060260,GO:2000143,GO:2000144,GO:1903357,	GO:0043254,GO:0006355,
GO:0046892	peptidyl-S-carbamoyl-L-cysteine dehydration	hypE,		GO:0018249,GO:0018198,
GO:0046944	protein carbamoylation	hypF,	GO:0046945,	GO:0006464,
GO:0006208	pyrimidine nucleobase catabolic process	preA,hyuA,rutC,preT,rutF,rutA,rutE,rutB,rutD,	GO:0006212,GO:0006209,GO:0006210,GO:0043466,	GO:0072529,GO:0006206,GO:0046113,
GO:0016540	protein autoprocessing	panD,iaaA,		GO:0016485,
GO:1990169	stress response to copper ion	ibpB,		GO:0097501,GO:0046688,
GO:0050992	dimethylallyl diphosphate biosynthetic process	idi,ispH,		GO:0008654,GO:0050993,
GO:0046183	L-idonate catabolic process	idnK,idnO,idnD,idnT,		GO:0046176,GO:0019523,
GO:0015726	L-idonate transport	idnT,		GO:0042873,
GO:0000746	conjugation	ihfA,ihfB,ompA,	GO:0000747,GO:1990277,GO:0000748,GO:0009291,	GO:0044764,
GO:0006428	isoleucyl-tRNA aminoacylation	ileS,	GO:0070152,	GO:0006418,
GO:0006566	threonine metabolic process	thrB,tdcF,ilvA,	GO:0009088,GO:0006567,	GO:0009066,GO:0006520,
GO:0009082	branched-chain amino acid biosynthetic process	ilvL,ilvI,leuL,leuA,leuD,ivbL,ilvH,ilvM,ilvB,ilvE,leuC,leuB,ilvC,ilvY,ridA,ilvA,ilvN,ilvD,	GO:1900833,GO:0009097,	GO:1901566,GO:0016053,GO:0009081,
GO:0006532	aspartate biosynthetic process	tyrB,ilvE,		GO:0043650,GO:0009067,GO:0008652,GO:0006531,
GO:0009081	branched-chain amino acid metabolic process	ilvE,	GO:1902114,GO:0009083,GO:1900831,GO:0006549,GO:0009082,	GO:0006082,GO:1901564,
GO:0009098	leucine biosynthetic process	leuB,lrp,leuL,leuA,leuD,tyrB,ilvE,leuC,		GO:0008652,GO:0006551,
GO:0031555	transcriptional attenuation	ilvL,pyrL,thrL,rhoL,	GO:0031564,GO:0031556,	GO:0031554,
GO:0032790	ribosome disassembly	infC,		GO:1903008,GO:0032988,
GO:0006313	transposition, DNA-mediated	ykgN,insN-2,insC-3,insA-4,insL-1,insL-2,insA-5,insA-2,insH-7,rayT,insH-8,insA-7,insE-3,insC-2,insI-3,insC-5,ydcC,insH-2,insH-5,insB-4,insA-1,insI-2,xerC,insI-1,insG,insH-10,insB-2,insC-1,insC-4,insC-6,insE-2,insE-1,insH-1,ybfL,xerD,insH-4,insH-6,insA-6,insH-3,insE-4,insH-11,insN-1,insA-3,insL-3,insH-9,insE-5,yhhI,ybfD,insB-1,	GO:0098039,GO:0098038,	GO:0044710,GO:0032196,GO:0006310,
GO:0032196	transposition	insN-2,insC-3,insA-4,insL-1,insL-2,insA-5,insA-2,insD-1,insH-7,insD,rayT,insH-8,insA-7,insE-3,insC-2,insF-1,insI-3,insC-5,insH-2,insH-5,insB-4,insO-1,insA-1,insI-2,insI-1,insG,insH-10,insB-2,insC-1,insC-4,insC-6,insK,insE-2,insE-1,insH-1,insH-6,insH-4,insA-6,insH-3,insE-4,insH-11,insN-1,insA-3,insO-2,insL-3,insH-9,insE-5,ydcM,insB-1,	GO:0032197,GO:0032198,GO:0006313,GO:0070893,	GO:0044763,
GO:0032359	provirus excision	intA,intS,		GO:0019046,
GO:0046718	viral entry into host cell	lamB,ompA,intB,tolA,intS,intZ,intE,intA,intD,intQ,intR,tsx,intF,	GO:0099006,GO:0039667,GO:0099008,GO:0044694,GO:0039678,	GO:0030260,
GO:0075713	establishment of integrated proviral latency	intB,intS,intZ,intE,intA,intD,intQ,intR,intF,		GO:0019043,
GO:0042177	negative regulation of protein catabolic process	iraD,iraM,iraP,	GO:1903363,GO:0051045,GO:1904293,	GO:0051248,GO:0009895,GO:0042176,
GO:0010350	cellular response to magnesium starvation	phoQ,iraM,		GO:0009267,
GO:0018131	oxazole or thiazole biosynthetic process	iscS,	GO:0018157,GO:0052837,	GO:0018130,GO:0046484,
GO:0031119	tRNA pseudouridine synthesis	truD,truA,truC,truB,iscS,rluA,	GO:0070902,	GO:0006400,GO:0001522,
GO:0044571	[2Fe-2S] cluster assembly	iscU,iscS,		GO:0016226,
GO:0033384	geranyl diphosphate biosynthetic process	ispA,		GO:0008654,GO:0016114,GO:0033383,
GO:0045337	farnesyl diphosphate biosynthetic process	ispA,	GO:0010142,	GO:0008654,GO:0016114,GO:0045338,
GO:0016094	polyprenol biosynthetic process	ispU,ispB,	GO:1903448,GO:0019408,GO:0006715,	GO:0016093,GO:0008299,GO:0046165,
GO:0042744	hydrogen peroxide catabolic process	katE,katG,	GO:0033355,	GO:0044248,GO:0042743,
GO:0070301	cellular response to hydrogen peroxide	yhcN,yodD,yjaA,katG,uspE,ychH,pdeF,yajL,ydeI,ygiW,		GO:0034614,GO:0042542,
GO:0019518	L-threonine catabolic process to glycine	tdh,kbl,		GO:0006544,GO:0006567,
GO:0019698	D-galacturonate catabolic process	uxaC,uxaA,kduD,kduI,uxaB,kdgK,		GO:0046397,GO:0046396,
GO:0042840	D-glucuronate catabolic process	uxuA,uxaC,kduD,kduI,uxuB,kdgK,		GO:0042839,GO:0006064,
GO:0046411	2-keto-3-deoxygluconate transport	kdgT,		GO:0015718,
GO:0007234	osmosensory signaling via phosphorelay pathway	kdpD,		GO:0007231,GO:0000160,
GO:0009593	detection of chemical stimulus	kdpD,	GO:0031319,GO:0009754,GO:0032491,GO:0009720,GO:0032492,GO:0010108,GO:0009730,GO:0003031,GO:0010247,GO:0003032,GO:0051776,GO:0005513,GO:0032490,GO:0009594,GO:0043695,GO:0050907,GO:0003030,GO:0009995,GO:0002235,GO:0002007,GO:0002236,GO:0071703,GO:0009752,	GO:0051606,
GO:0043462	regulation of ATPase activity	kdpF,	GO:1903406,GO:1902280,GO:2000580,GO:1902449,GO:2000371,GO:1905195,GO:0010849,GO:1904451,GO:1905271,GO:0032780,GO:1904621,GO:1902885,GO:1903610,GO:0032781,GO:1901894,GO:2000577,	GO:0051336,
GO:0033468	CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process	kdsB,		GO:0009226,GO:0033467,
